20150101 225200;1.205830;1.205940;1.205810;1.205860;0
20150101 225300;1.205840;1.205840;1.205720;1.205720;0
20150101 225400;1.205730;1.205770;1.205690;1.205730;0
20150101 225500;1.205760;1.205860;1.205650;1.205710;0
20150101 225600;1.205720;1.205750;1.205720;1.205730;0
20150101 225700;1.205680;1.205760;1.205640;1.205760;0
20150101 225900;1.205750;1.205760;1.205730;1.205750;0
20150101 230000;1.205740;1.205750;1.205510;1.205550;0
20150101 230100;1.205560;1.205720;1.205550;1.205670;0
20150101 230200;1.205670;1.205740;1.205640;1.205670;0
20150101 230300;1.205680;1.205850;1.205680;1.205830;0
20150101 230400;1.205820;1.205840;1.205770;1.205820;0
20150101 230500;1.205820;1.205850;1.205790;1.205790;0
20150101 230600;1.205780;1.205830;1.205780;1.205810;0
20150101 230700;1.205800;1.205820;1.205790;1.205790;0
20150101 230800;1.205770;1.205770;1.205660;1.205740;0
20150101 230900;1.205720;1.205830;1.205690;1.205720;0
20150101 231000;1.205740;1.205740;1.205720;1.205730;0
20150101 231100;1.205760;1.205760;1.205750;1.205750;0
20150101 231200;1.205770;1.205770;1.205770;1.205770;0
20150101 231300;1.205770;1.205770;1.205690;1.205690;0
20150101 231400;1.205720;1.205750;1.205710;1.205740;0
20150101 231500;1.205740;1.205750;1.205740;1.205750;0
20150101 231600;1.205740;1.205750;1.205650;1.205660;0
20150101 231700;1.205660;1.205660;1.205630;1.205630;0
20150101 231800;1.205630;1.205640;1.205580;1.205580;0
20150101 231900;1.205580;1.205580;1.205580;1.205580;0
20150101 232000;1.205580;1.205700;1.205580;1.205690;0
20150101 232100;1.205680;1.205760;1.205640;1.205760;0
20150101 232200;1.205760;1.205790;1.205740;1.205770;0
20150101 232300;1.205790;1.205830;1.205760;1.205760;0
20150101 232400;1.205740;1.205760;1.205710;1.205760;0
20150101 232500;1.205760;1.205860;1.205760;1.205780;0
20150101 232600;1.205790;1.205870;1.205780;1.205780;0
20150101 232700;1.205810;1.205870;1.205810;1.205870;0
20150101 232800;1.205850;1.205960;1.205850;1.205960;0
20150101 232900;1.205960;1.205960;1.205840;1.205850;0
20150101 233000;1.205840;1.205850;1.205760;1.205760;0
20150101 233100;1.205750;1.205760;1.205750;1.205760;0
20150101 233200;1.205790;1.205840;1.205760;1.205760;0
20150101 233300;1.205760;1.205760;1.205660;1.205660;0
20150101 233400;1.205660;1.205660;1.205500;1.205530;0
20150101 233500;1.205530;1.205540;1.205500;1.205500;0
20150101 233600;1.205480;1.205480;1.205240;1.205240;0
20150101 233700;1.205240;1.205240;1.204910;1.205080;0
20150101 233800;1.205090;1.205090;1.204940;1.204980;0
20150101 233900;1.204980;1.205130;1.204980;1.205080;0
20150101 234000;1.205040;1.205140;1.204970;1.205070;0
20150101 234100;1.205080;1.205290;1.205080;1.205170;0
20150101 234200;1.205170;1.205220;1.205150;1.205200;0
20150101 234300;1.205220;1.205290;1.205160;1.205240;0
20150101 234400;1.205240;1.205350;1.205160;1.205350;0
20150101 234500;1.205350;1.205410;1.205260;1.205260;0
20150101 234600;1.205270;1.205270;1.205260;1.205260;0
20150101 234700;1.205280;1.205450;1.205280;1.205370;0
20150101 234800;1.205350;1.205350;1.205210;1.205260;0
